"","T_MAPCODE","T_BIOME","tar_sa","tar_gbf","ext_veg","ext_vegrem","ext_vegpa24","ext_vegrempa24","ext_invpa24","prp_pa_base24","ext_tar_sa","ext_tar_gbf","epl_base24","epl_nat24","ext_vegrempa_inv24","epl_nat_inv24"
"1","FFd7","Fynbos",32,30,247.4448,119.5484,31.7484,30.2464,0.6428,0.12830497953483,79.182336,74.23344,"PP","PP",29.79644,"PP"
"2","AT34","Albany Thicket",19,30,167.5268,161.674,0,0,0,0,31.830092,50.25804,"NP","NP",0,"NP"
"3","AT50","Albany Thicket",19,30,577.5424,515.4424,222.804,210.2296,2.7408,0.385779468312629,109.733056,173.26272,"WP","WP",208.31104,"WP"
"4","AT51","Albany Thicket",19,30,1963.4028,1693.7084,241.0732,214.6088,2.3932,0.122783363658237,373.046532,589.02084,"MP","MP",212.93356,"MP"
"5","AT36","Albany Thicket",19,30,51.4116,29.7644,39.8792,25.1096,7.986,0.775684864894304,9.768204,15.42348,"WP","WP",19.5194,"WP"
"6","FS13","Fynbos",36,30,41.644,35.1444,34.4868,30.3376,5.3124,0.828133704735376,14.99184,12.4932,"WP","WP",26.61892,"WP"
"7","AT40","Albany Thicket",19,30,596.3172,463.16,17.6224,13.3424,0.5292,0.0295520571937217,113.300268,178.89516,"PP","PP",12.97196,"PP"
"8","FFl3","Fynbos",32,30,791.6736,622.3644,13.948,12.434,1.576,0.0176183720159419,253.335552,237.50208,"PP","NP",11.3308,"NP"
"9","FFd9","Fynbos",32,30,517.29,264.1432,35.6828,29.9332,8.5772,0.0689802625219896,165.5328,155.187,"PP","PP",23.92916,"PP"
"10","FFd11","Fynbos",36,30,76.61,60.0188,4.7152,1.9408,0.7352,0.0615481007701345,27.5796,22.983,"PP","PP",1.42616,"PP"
"11","FFs20","Fynbos",23,30,2298.4988,1567.7116,833.7224,808.9996,289.7148,0.362724748866521,528.654724,689.54964,"WP","WP",606.19924,"WP"
"12","AT57","Albany Thicket",19,30,137.0648,105.5096,4.416,3.9352,0.292,0.0322183376038195,26.042312,41.11944,"PP","PP",3.7308,"PP"
"13","AT54","Albany Thicket",19,30,187.7204,184.8992,109.8604,109.1052,13.0668,0.585234210027253,35.666876,56.31612,"WP","WP",99.95844,"WP"
"14","AT19","Albany Thicket",19,30,1077.8672,1061.8264,378.8068,369.4044,8.4508,0.351441068064786,204.794768,323.36016,"WP","WP",363.48884,"WP"
"15","AT25","Albany Thicket",19,30,2128.9656,2109.2204,287.0744,284.1652,0.0396,0.134842197544197,404.503464,638.68968,"MP","MP",284.13748,"MP"
"16","AT27","Albany Thicket",19,30,1239.9792,1230.8536,401.2496,398.9264,1.0592,0.32359381512206,235.596048,371.99376,"WP","WP",398.18496,"WP"
"17","AT29","Albany Thicket",19,30,784.614,768.056,622.8,614.764,0.4692,0.793766106646071,149.07666,235.3842,"WP","WP",614.43556,"WP"
"18","AT33","Albany Thicket",19,30,491.8056,484.0704,22.2236,21.8084,0,0.0451877733803763,93.443064,147.54168,"PP","PP",21.8084,"PP"
"19","AT43","Albany Thicket",19,30,286.2032,265.86,1.27,1.2692,0,0.00443740670963847,54.378608,85.86096,"NP","NP",1.2692,"NP"
"20","AT46","Albany Thicket",19,30,571.8576,552.0688,157.0672,154.5432,0.1908,0.274661384232718,108.652944,171.55728,"WP","WP",154.40964,"WP"
"21","AT49","Albany Thicket",19,30,5647.1168,5524.0148,1104.2188,1054.6352,0.0048,0.19553673832282,1072.952192,1694.13504,"WP","MP",1054.63184,"MP"
"22","AT55","Albany Thicket",19,30,760.3872,741.5976,61.4588,60.0784,0.0392,0.0808256635566722,144.473568,228.11616,"PP","PP",60.05096,"PP"
"23","AT58","Albany Thicket",19,30,2252.3448,2221.2952,2.7784,2.772,0,0.00123355891158405,427.945512,675.70344,"NP","NP",2.772,"NP"
"24","AT26","Albany Thicket",19,30,40.4824,30.174,1.2604,1.0064,0.5896,0.0311345177163409,7.691656,12.14472,"PP","PP",0.59368,"PP"
"25","AT37","Albany Thicket",19,30,176.6464,106.1272,1.7776,1.5748,0.0316,0.0100630411941596,33.562816,52.99392,"PP","NP",1.55268,"NP"
"26","FS14","Fynbos",36,30,96.9252,84.9324,10.5144,9.7448,4.0624,0.10847952854366,34.893072,29.07756,"PP","PP",6.90112,"PP"
"27","FRs19","Fynbos",29,30,373.15,155.8908,1.5216,1.3316,0.3012,0.00407771673589709,108.2135,111.945,"NP","NP",1.12076,"NP"
"28","AZa6","Azonal Vegetation",31,30,653.4064,286.0296,58.6736,38.9408,0.932,0.0897964880662326,202.555984,196.02192,"PP","PP",38.2884,"PP"
"29","AZd2","Azonal Vegetation",26,30,13.216,9.5168,1.5684,1.5672,0,0.118674334140436,3.43616,3.9648,"PP","PP",1.5672,"PP"
"30","AZd3","Azonal Vegetation",20,30,220.2732,215.2172,137.5688,136.2604,0.1296,0.624537165665183,44.05464,66.08196,"WP","WP",136.16968,"WP"
"31","AZa2","Azonal Vegetation",31,30,350.796,116.1724,7.3628,4.8836,1.6576,0.0209888368168394,108.74676,105.2388,"PP","NP",3.72328,"NP"
"32","AZi1","Azonal Vegetation",24,30,1363.9048,1200.1276,113.1136,109.3768,0,0.082933647568364,327.337152,409.17144,"PP","PP",109.3768,"PP"
"33","AZa1","Azonal Vegetation",31,30,18.7044,18.1868,17.8228,17.5148,1.9416,0.952866705160283,5.798364,5.61132,"WP","WP",16.15568,"WP"
"34","AZi5","Azonal Vegetation",24,30,5176.9952,4815.0392,91.8672,89.1472,0,0.0177452743243803,1242.478848,1553.09856,"PP","PP",89.1472,"PP"
"35","AZi6","Azonal Vegetation",24,30,5302.936,4534.9768,650.2856,555.2004,0.2908,0.122627465238125,1272.70464,1590.8808,"MP","PP",554.99684,"PP"
"36","AZi7","Azonal Vegetation",19,30,2130.1056,1983.6596,442.1284,400.93,0,0.207561728395062,404.720064,639.03168,"WP","MP",400.93,"MP"
"37","AZi8","Azonal Vegetation",16,30,407.1792,143.7668,4.498,1.7856,0.1996,0.0110467332319529,65.148672,122.15376,"PP","NP",1.64588,"NP"
"38","FOz6","Forests",21,30,185.2344,150.9288,93.606,88.6,0.2448,0.505338101346186,38.899224,55.57032,"WP","WP",88.42864,"WP"
"39","FOz1","Forests",22,30,788.0828,632.212,498.302,432.2992,22.4712,0.63229650488502,173.378216,236.42484,"WP","WP",416.56936,"WP"
"40","FFs19","Fynbos",23,30,1571.0644,1047.7296,612.2428,502.2812,142.3604,0.389699365602072,361.344812,471.31932,"WP","WP",402.62892,"WP"
"41","FFt2","Fynbos",23,30,211.1624,181.5708,23.0288,22.6468,4.5296,0.109057294291029,48.567352,63.34872,"PP","PP",19.47608,"PP"
"42","FFd2","Fynbos",29,30,2055.6608,756.9556,51.098,16.3192,0.7664,0.0248572137971401,596.141632,616.69824,"PP","NP",15.78272,"NP"
"43","FFb4","Fynbos",27,30,61.9624,54.0568,43.8936,43.55,6.228,0.708390895123494,16.729848,18.58872,"WP","WP",39.1904,"WP"
"44","FFs15","Fynbos",30,30,993.5776,906.3568,578.0192,574.4868,9.928,0.581755466306809,298.07328,298.07328,"WP","WP",567.5372,"WP"
"45","FFb2","Fynbos",30,30,134.5308,128.2068,97.8912,97.4288,12.1664,0.727648984470471,40.35924,40.35924,"WP","WP",88.91232,"WP"
"46","FFg2","Fynbos",30,30,523.9892,279.5672,194.0576,160.1056,37.632,0.370346564394839,157.19676,157.19676,"WP","WP",133.7632,"MP"
"47","FRg2","Fynbos",26,30,951.3408,153.8836,13.3996,5.2908,1.6032,0.0140849630332264,247.348608,285.40224,"PP","NP",4.16856,"NP"
"48","FFg5","Fynbos",23,30,498.2224,177.678,9.502,3.3712,1.6692,0.0190718040778576,114.591152,149.46672,"PP","NP",2.20276,"NP"
"49","FFd1","Fynbos",29,30,1300.9768,1106.6752,104.124,104.08,0,0.0800352473618284,377.283272,390.29304,"PP","PP",104.08,"PP"
"50","FFl1","Fynbos",32,30,286.9588,257.4524,41.8492,40.628,8.3548,0.145836963355018,91.826816,86.08764,"PP","PP",34.77964,"PP"
"51","FS7","Fynbos",36,30,46.8288,37.4948,16.4552,14.6996,6.166,0.351390597239306,16.858368,14.04864,"MP","MP",10.3834,"MP"
"52","FFl2","Fynbos",32,30,694.2568,661.6104,201.3344,199.074,70.4536,0.289999896291977,222.162176,208.27704,"MP","MP",149.75648,"MP"
"53","FFs17","Fynbos",30,30,107.4468,100.296,54.7324,53.6912,6.2104,0.509390693813124,32.23404,32.23404,"WP","WP",49.34392,"WP"
"54","FS9","Fynbos",36,30,27.99,12.3604,1.3044,0.5072,0.2376,0.0466023579849946,10.0764,8.397,"PP","PP",0.34088,"NP"
"55","FFd6","Fynbos",30,30,88.5808,51.4168,21.7832,20.0324,4.1948,0.245913335621263,26.57424,26.57424,"MP","MP",17.09604,"MP"
"56","FFf1","Fynbos",30,30,694.0016,233.5072,40.2028,23.0208,1.2592,0.0579289730744137,208.20048,208.20048,"PP","PP",22.13936,"PP"
"57","FFg3","Fynbos",30,30,91.7956,31.2132,34.0368,23.6104,7.5848,0.370789013852516,27.53868,27.53868,"WP","MP",18.30104,"MP"
"58","FRs10","Fynbos",26,30,25.2736,2.5132,2.7516,1.886,0.4932,0.108872499366928,6.571136,7.58208,"PP","PP",1.54076,"PP"
"59","FS1","Fynbos",24,30,354.2776,235.792,26.2044,21.4912,0.022,0.0739657263117962,85.026624,106.28328,"PP","PP",21.4758,"PP"
"60","FS2","Fynbos",24,30,298.8244,78.3044,27.7396,25.7036,0.8404,0.092829099631757,71.717856,89.64732,"PP","PP",25.11532,"PP"
"61","FS3","Fynbos",24,30,1643.4048,580.8488,78.4612,68.0796,5.9808,0.0477430758386491,394.417152,493.02144,"PP","PP",63.89304,"PP"
"62","FS4","Fynbos",24,30,61.564,49.5296,10.5132,9.3624,0.3896,0.170768631018127,14.77536,18.4692,"MP","MP",9.08968,"MP"
"63","FS5","Fynbos",24,30,344.3644,293.0008,183.4572,174.464,26.7836,0.532741479665145,82.647456,103.30932,"WP","WP",155.71548,"WP"
"64","FS6","Fynbos",24,30,398.9228,183.1524,82.8572,73.4764,20.62,0.207702342408105,95.741472,119.67684,"MP","MP",59.0424,"MP"
"65","FRc2","Fynbos",27,30,209.756,28.494,1.2604,0.438,0.022,0.00600888651576117,56.63412,62.9268,"NP","NP",0.4226,"NP"
"66","FRs12","Fynbos",27,30,2027.506,195.7052,12.6004,6.8972,0.1348,0.0062147288343413,547.42662,608.2518,"NP","NP",6.80284,"NP"
"67","FRs13","Fynbos",27,30,2762.57,397.7656,43.592,6.7592,0.6884,0.0157795096594837,745.8939,828.771,"PP","NP",6.27732,"NP"
"68","FFs27","Fynbos",23,30,2402.9412,2155.9756,1112.0536,1107.7,57.4288,0.46278851933622,552.676476,720.88236,"WP","WP",1067.49984,"WP"
"69","FFs28","Fynbos",23,30,4052.18,3696.5036,1080.8716,1069.5096,56.7992,0.266738298890967,932.0014,1215.654,"WP","WP",1029.75016,"WP"
"70","FFs2","Fynbos",29,30,1343.1468,937.778,70.4092,67.4548,1.3524,0.0524210756411734,389.512572,402.94404,"PP","PP",66.50812,"PP"
"71","FFh6","Fynbos",30,30,279.4916,67.108,71.7656,24.8164,5.1664,0.256771938763097,83.84748,83.84748,"MP","PP",21.19992,"PP"
"72","FRc1","Fynbos",26,30,101.0616,12.802,0.624,0.1404,0.054,0.00617445201738346,26.276016,30.31848,"NP","NP",0.1026,"NP"
"73","FRs9","Fynbos",26,30,4963.7544,486.2376,88.816,43.494,8.99,0.0178929078360525,1290.576144,1489.12632,"PP","NP",37.201,"NP"
"74","FRa1","Fynbos",27,30,497.676,174.4068,4.802,4.23,0.8032,0.00964884784478255,134.37252,149.3028,"NP","NP",3.66776,"NP"
"75","FRg3","Fynbos",27,30,19.1756,18.8332,5.5196,5.5196,0.6528,0.287844969648929,5.177412,5.75268,"WP","WP",5.06264,"MP"
"76","FRs11","Fynbos",27,30,1193.6704,153.0492,18.6456,7.464,1.028,0.0156203923629169,322.291008,358.10112,"PP","NP",6.7444,"NP"
"77","FRs8","Fynbos",27,30,1049.7592,616.4812,72.8464,67.1444,4.2452,0.0693934380379805,283.434984,314.92776,"PP","PP",64.17276,"PP"
"78","FFb5","Fynbos",27,30,108.3896,95.8256,47.1164,46.2088,1.66,0.434694841571516,29.265192,32.51688,"WP","WP",45.0468,"WP"
"79","FFh10","Fynbos",23,30,283.2676,277.9484,131.5828,130.282,19.5988,0.464517650447845,65.151548,84.98028,"WP","WP",116.56284,"WP"
"80","FFq5","Fynbos",23,30,388.8108,388.316,0,0,0,0,89.426484,116.64324,"NP","NP",0,"NP"
"81","FFq6","Fynbos",23,30,683.2776,668.574,154.99,154.2792,20.5036,0.226833134878123,157.153848,204.98328,"MP","MP",139.92668,"MP"
"82","FFs18","Fynbos",23,30,878.8052,732.3164,98.9456,97.2628,1.9264,0.112591049757102,202.125196,263.64156,"PP","PP",95.91432,"PP"
"83","FRs16","Fynbos",29,30,1347.8644,1104.1168,33.6232,31.5288,0.0392,0.0249455360643103,390.880676,404.35932,"PP","PP",31.50136,"PP"
"84","FRs17","Fynbos",29,30,207.1384,64.1688,1.1872,0.8492,0.0348,0.0057314336694693,60.070136,62.14152,"NP","NP",0.82484,"NP"
"85","FRs18","Fynbos",29,30,118.7224,118.6764,82.4936,82.4904,0.2248,0.694844443845475,34.429496,35.61672,"WP","WP",82.33304,"WP"
"86","FRs20","Fynbos",28,30,46.9912,11.4372,0,0,0,0,13.157536,14.09736,"NP","NP",0,"NP"
"87","FRd1","Fynbos",27,30,219.4944,197.2376,7.0712,7.0488,0.0984,0.0322158560765104,59.263488,65.84832,"PP","PP",6.97992,"PP"
"88","FRd2","Fynbos",27,30,578.926,565.3256,2.4464,2.4464,0,0.00422575596881121,156.31002,173.6778,"NP","NP",2.4464,"NP"
"89","FRs1","Fynbos",27,30,207.306,196.0464,14.0868,14.0184,0.736,0.0679517235391161,55.97262,62.1918,"PP","PP",13.5032,"PP"
"90","FRs2","Fynbos",27,30,218.8368,104.3384,0.1924,0.1804,0.0228,0.000879193992966448,59.085936,65.65104,"NP","NP",0.16444,"NP"
"91","FRs3","Fynbos",27,30,3217.472,3148.2664,110.3376,105.76,0,0.0342932588069143,868.71744,965.2416,"PP","PP",105.76,"PP"
"92","FRs5","Fynbos",27,30,1236.5136,1199.1376,0,0,0,0,333.858672,370.95408,"NP","NP",0,"NP"
"93","FFg1","Fynbos",27,30,64.8176,64.0224,0,0,0,0,17.500752,19.44528,"NP","NP",0,"NP"
"94","FRg1","Fynbos",27,30,305.5396,252.788,3.4916,3.4816,0,0.0114276512766267,82.495692,91.66188,"NP","NP",3.4816,"NP"
"95","FFa1","Fynbos",29,30,180.0652,52.9628,21.4064,12.1892,0.2508,0.118881382965726,52.218908,54.01956,"PP","PP",12.01364,"PP"
"96","FFb1","Fynbos",29,30,279.0688,258.2252,213.4364,209.2416,2.6472,0.764816418030249,80.929952,83.72064,"WP","WP",207.38856,"WP"
"97","FFh1","Fynbos",29,30,427.9772,198.7996,79.604,72.0176,0.9676,0.186000562646795,124.113388,128.39316,"MP","MP",71.34028,"MP"
"98","FFq2","Fynbos",29,30,1646.1872,1617.4104,410.608,404.7584,0.062,0.249429712489564,477.394288,493.85616,"MP","MP",404.715,"MP"
"99","FFs1","Fynbos",29,30,1014.1516,800.52,75.6272,74.1892,0.3564,0.0745718884632238,294.103964,304.24548,"PP","PP",73.93972,"PP"
"100","FFs3","Fynbos",29,30,498.2384,469.3428,347.3252,339.2104,12.5936,0.697106445428534,144.489136,149.47152,"WP","WP",330.39488,"WP"
"101","FFs30","Fynbos",29,30,37.5252,37.4804,37.5052,37.4604,0.0016,0.999467024825984,10.882308,11.25756,"WP","WP",37.45928,"WP"
"102","FFs4","Fynbos",29,30,2523.64,2232.7588,1443.4112,1424.454,8.9652,0.571956063463886,731.8556,757.092,"WP","WP",1418.17836,"WP"
"103","FFs5","Fynbos",29,30,1135.986,1051.0576,923.0744,911.182,13.328,0.812575507092517,329.43594,340.7958,"WP","WP",901.8524,"WP"
"104","FFs6","Fynbos",29,30,422.8764,370.706,40.6268,34.7744,2.2532,0.0960725166975504,122.634156,126.86292,"PP","PP",33.19716,"PP"
"105","FFs7","Fynbos",29,30,394.0712,371.0828,312.372,310.4976,3.1836,0.792679089464036,114.280648,118.22136,"WP","WP",308.26908,"WP"
"106","FFs8","Fynbos",29,30,319.7464,315.7336,291.4492,290.6248,6.784,0.911501114633347,92.726456,95.92392,"WP","WP",285.876,"WP"
"107","FFc1","Fynbos",30,30,869.1648,388.6148,49.3344,40.9432,5.5208,0.0567606971658309,260.74944,260.74944,"PP","PP",37.07864,"PP"
"108","FFh8","Fynbos",30,30,186.7676,144.4432,23.912,23.2344,0.0972,0.128030771932605,56.03028,56.03028,"PP","PP",23.16636,"PP"
"109","FFs16","Fynbos",30,30,1215.3228,1173.312,912.8024,907.8012,92.1652,0.751078149772225,364.59684,364.59684,"WP","WP",843.28556,"WP"
"110","FFa2","Fynbos",30,30,501.6496,168.948,20.8644,17.4168,4.6064,0.0415915810557808,150.49488,150.49488,"PP","PP",14.19232,"PP"
"111","FFa3","Fynbos",30,30,477.154,136.9996,57.084,39.976,3.9692,0.119634331892848,143.1462,143.1462,"PP","PP",37.19756,"PP"
"112","FFd8","Fynbos",30,30,97.686,43.4192,2.8096,1.882,0.3408,0.0287615420838196,29.3058,29.3058,"PP","PP",1.64344,"PP"
"113","FFg4","Fynbos",30,30,16.934,14.1344,7.0332,7.0144,0.7728,0.415330105113972,5.0802,5.0802,"WP","WP",6.47344,"WP"
"114","FFh4","Fynbos",30,30,316.876,203.6124,94.394,92.0208,12.0464,0.297889395220843,95.0628,95.0628,"MP","MP",83.58832,"MP"
"115","FFh7","Fynbos",30,30,266.618,148.176,25.5348,17.8564,5.9588,0.0957729785685888,79.9854,79.9854,"PP","PP",13.68524,"PP"
"116","FFq4","Fynbos",30,30,97.856,91.3208,7.3968,7.3596,0.0148,0.0755886200130804,29.3568,29.3568,"PP","PP",7.34924,"PP"
"117","FFs10","Fynbos",30,30,1050.6224,1008.654,934.9516,928.2704,88.8456,0.889902594880901,315.18672,315.18672,"WP","WP",866.07848,"WP"
"118","FFs13","Fynbos",30,30,531.504,520.876,379.5584,375.8576,10.5272,0.714121436527289,159.4512,159.4512,"WP","WP",368.48856,"WP"
"119","FFs14","Fynbos",30,30,358.8828,333.1052,277.3456,273.0216,39.0664,0.772802708850912,107.66484,107.66484,"WP","WP",245.67512,"WP"
"120","FRa2","Fynbos",26,30,63.072,36.5332,0,0,0,0,16.39872,18.9216,"NP","NP",0,"NP"
"121","FFb3","Fynbos",27,30,97.8776,97.7068,90.2636,90.1688,1.0944,0.922208963031378,26.426952,29.36328,"WP","WP",89.40272,"WP"
"122","FFh2","Fynbos",27,30,106.534,101.2808,38.0964,38.094,0.0016,0.357598513150731,28.76418,31.9602,"WP","WP",38.09288,"WP"
"123","FFh3","Fynbos",27,30,75.1268,63.6852,8.6104,8.4724,0.3476,0.114611563383506,20.284236,22.53804,"PP","PP",8.22908,"PP"
"124","FFq3","Fynbos",27,30,1268.0852,1249.804,113.078,112.7528,0.0012,0.089172241738962,342.383004,380.42556,"PP","PP",112.75196,"PP"
"125","FFs21","Fynbos",27,30,318.3396,318.0388,199.6416,199.56,0.8976,0.627134041759178,85.951692,95.50188,"WP","WP",198.93168,"WP"
"126","FFs22","Fynbos",27,30,388.3256,385.3768,218.1996,217.2344,1.5908,0.561898571714046,104.847912,116.49768,"WP","WP",216.12084,"WP"
"127","FFs23","Fynbos",27,30,852.1924,846.108,691.5704,689.4084,0.6876,0.811519088881807,230.091948,255.65772,"WP","WP",688.92708,"WP"
"128","FFs24","Fynbos",27,30,1084.7884,1082.2572,878.3572,877.344,7.0728,0.809703717333261,292.892868,325.43652,"WP","WP",872.39304,"WP"
"129","FFs25","Fynbos",27,30,332.5684,330.9052,263.664,263.3924,0.9296,0.792811343470997,89.793468,99.77052,"WP","WP",262.74168,"WP"
"130","FFs26","Fynbos",27,30,304.1844,287.084,216.2376,214.1088,5.0312,0.71087669190136,82.129788,91.25532,"WP","WP",210.58696,"WP"
"131","FFs31","Fynbos",29,30,50.8348,50.79,50.8132,50.7684,0.0056,0.99957509422679,14.742092,15.25044,"WP","WP",50.76448,"WP"
"132","FFs32","Fynbos",29,30,547.9488,354.3128,0.0044,0.004,0,0.00000802994732354556,158.905152,164.38464,"NP","NP",0.004,"NP"
"133","FFt1","Fynbos",27,30,404.9544,395.7416,47.8372,47.5336,0.8412,0.118129843755247,109.337688,121.48632,"PP","PP",46.94476,"PP"
"134","FRl1","Fynbos",29,30,501.6888,432.6812,13.8284,13.7988,1.3988,0.0275637008440292,145.489752,150.50664,"PP","PP",12.81964,"PP"
"135","FRs15","Fynbos",29,30,276.4104,264.244,26.1616,25.786,0.17,0.0946476688286692,80.159016,82.92312,"PP","PP",25.667,"PP"
"136","FRs4","Fynbos",27,30,491.7496,211.3784,8.7844,7.356,0.2148,0.0178635630816985,132.772392,147.52488,"PP","PP",7.20564,"PP"
"137","FRs6","Fynbos",27,30,2095.8456,1809.988,249.9088,237.796,0.9264,0.119240081425845,565.878312,628.75368,"PP","PP",237.14752,"PP"
"138","FRs7","Fynbos",27,30,1607.8492,1293.4608,99.588,98.0672,0.7464,0.0619386444947698,434.119284,482.35476,"PP","PP",97.54472,"PP"
"139","FRs14","Fynbos",27,30,866.5308,326.5452,1.5884,1.5492,0.6404,0.001833056597642,233.963316,259.95924,"NP","NP",1.10092,"NP"
"140","FFb6","Fynbos",27,30,78.0444,29.268,8.6012,6.9244,2.3876,0.11020906048352,21.071988,23.41332,"PP","PP",5.25308,"PP"
"141","FFd10","Fynbos",23,30,151.6788,29.776,61.4424,19.1852,10.7356,0.40508231868923,34.886124,45.50364,"WP","MP",11.67028,"PP"
"142","FFh9","Fynbos",23,30,563.6392,243.7668,64.3972,38.4624,19.8396,0.114252521826019,129.637016,169.09176,"PP","PP",24.57468,"PP"
"143","FFa4","Fynbos",30,30,35.8392,5.122,9.7476,1.9672,0.7888,0.271981517444586,10.75176,10.75176,"MP","PP",1.41504,"PP"
"144","FFd3","Fynbos",30,30,1009.5924,638.2968,89.226,79.9556,6.8144,0.0883782405652024,302.87772,302.87772,"PP","PP",75.18552,"PP"
"145","FFd4","Fynbos",30,30,689.0436,330.844,56.8216,46.5684,8.626,0.0824644478230405,206.71308,206.71308,"PP","PP",40.5302,"PP"
"146","FFd5","Fynbos",30,30,556.9336,88.866,12.6672,7.8896,1.1812,0.0227445426169296,167.08008,167.08008,"PP","NP",7.06276,"NP"
"147","FFf2","Fynbos",30,30,40.588,19.376,2.242,1.4112,0.168,0.0552380013797181,12.1764,12.1764,"PP","PP",1.2936,"PP"
"148","FFh11","Fynbos",30,30,12.6292,5.3668,7.456,5.0316,1.7144,0.59037785449593,3.78876,3.78876,"WP","WP",3.83152,"WP"
"149","FFh5","Fynbos",30,30,84.0044,35.8028,36.7484,25.384,6.2904,0.4374580379123,25.20132,25.20132,"WP","WP",20.98072,"MP"
"150","FFs11","Fynbos",30,30,914.2348,763.5196,707.756,680.6988,30.182,0.774151235546929,274.27044,274.27044,"WP","WP",659.5714,"WP"
"151","FFs12","Fynbos",30,30,1179.408,1049.864,137.8376,129.6976,4.5368,0.116870158588037,353.8224,353.8224,"PP","PP",126.52184,"PP"
"152","FFs9","Fynbos",30,30,219.4464,203.276,193.7516,186.0588,19.1908,0.882910815579567,65.83392,65.83392,"WP","WP",172.62524,"WP"
"153","FS10","Fynbos",36,30,322.876,305.542,146.5236,146.0596,54.6348,0.453807653712261,116.23536,96.8628,"WP","WP",107.81524,"MP"
"154","Gh1","Grassland",24,30,8370.6212,8138.5332,2323.6232,2305.136,1.1992,0.277592683324387,2008.949088,2511.18636,"WP","WP",2304.29656,"WP"
